City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
700,Langsa,ID,4.4683,97.9683,73.36,95,48,1.61,scattered clouds
701,Ambilobe,MG,-13.2,49.05,73.27,92,95,2.44,overcast clouds
702,Strezhevoy,RU,60.7333,77.5889,39.2,87,90,8.95,light rain
703,Acarau,BR,-2.8856,-40.12,79.57,82,100,11.41,overcast clouds
704,Esmeraldas,BR,-19.7625,-44.3139,75.2,46,0,5.75,clear sky
705,Havoysund,NO,70.9963,24.6622,30.2,93,75,17.27,light snow
706,Solnechnyy,RU,50.7214,136.6319,32.23,65,99,2.19,overcast clouds
707,Bilibino,RU,68.0546,166.4372,-7.56,76,21,0.56,few clouds
708,Santa Vitoria,BR,-18.8386,-50.1214,75.72,35,0,1.7,clear sky
709,Muana,BR,-1.5283,-49.2167,77.07,90,92,5.08,moderate rain
710,Lompoc,US,34.6391,-120.4579,62.6,55,83,14.97,broken clouds
711,Jinchang,CN,38.4953,102.1739,42.35,70,0,4.07,clear sky
712,Komsomolets,KZ,53.7453,62.0708,34.74,80,10,7.54,clear sky
